search URL:,https://patents.google.com/?q=CPC%253dA63B59%252f40&clustered=true
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-204134167-U,乒乓球拍 ,艺爵包装有限公司,"区浩澄, 区嘉晖",2014-06-16,2014-06-16,2015-02-04,2015-02-04,https://patents.google.com/patent/CN204134167U/zh,
WO-2009023026-A1,Film d'élastomère de silicone ,Antonini Fred A,Fred A. Antonini,2007-08-13,2007-08-13,2009-02-19,,https://patents.google.com/patent/WO2009023026A1/fr,
KR-20080111867-A,양면타법이 가능한 펜 홀더형 탁구라켓 ,류종렬,류종렬,2007-06-20,2007-06-20,2008-12-24,,https://patents.google.com/patent/KR20080111867A/ko,https://patentimages.storage.googleapis.com/c3/34/0a/5cf9c758175064/112007044524628-PAT00001.png
KR-100817249-B1,이면 타법이 가능한 펜 홀더형 탁구 라켓 ,류종렬,류종렬,2007-03-02,2007-03-27,2008-03-27,2008-03-27,https://patents.google.com/patent/KR100817249B1/ko,https://patentimages.storage.googleapis.com/98/a3/c3/4df38e927b7dc6/112007502780441-pat00001.png
CA-2573450-A1,Indicateur de point d'impact pour sports ,"Grant Ashley Cameron, Victor Camaj","Grant Ashley Cameron, Victor Camaj",2007-01-09,2007-01-09,2008-07-09,,https://patents.google.com/patent/CA2573450A1/fr,
KR-200384067-Y1,공놀이용 라켓 ,정한근,정한근,2005-02-14,2005-02-14,2005-05-11,2005-05-11,https://patents.google.com/patent/KR200384067Y1/ko,
FR-962323-A,Patent FR962323A ,,,,,1950-06-07,1950-06-07,https://patents.google.com/patent/FR962323A/fr,
KR-890001179-Y1,초보자 연습용 탁구 라켓 ,김로석,김로석,1986-05-23,1986-05-23,1989-03-30,1989-03-30,https://patents.google.com/patent/KR890001179Y1/ko,
KR-820000740-Y1,피트볼 경기용 라켓 ,노위상,노위상,1981-06-22,1981-06-22,1982-04-23,1982-04-23,https://patents.google.com/patent/KR820000740Y1/ko,
KR-101535615-B1,탁구라켓 ,장재경,장재경,2014-08-26,2014-08-26,2015-07-15,2015-07-15,https://patents.google.com/patent/KR101535615B1/ko,https://patentimages.storage.googleapis.com/bb/b8/65/bf4c87c12f6375/112014502960214-pat00001.png
TW-526074-B,Patent TW526074B ,"Oleg Radomskij, Vitali Olifirenko, Dmitriy Olshevskiy, Igor Radomskij","Oleg Radomskij, Vitali Olifirenko, Dmitriy Olshevskiy, Igor Radomskij",2000-05-18,2001-05-23,2003-04-01,2003-04-01,https://patents.google.com/patent/TW526074B/zh,
KR-200364687-Y1,공놀이용 라켓 ,정한근,정한근,2004-04-24,2004-04-24,2004-10-16,2004-10-16,https://patents.google.com/patent/KR200364687Y1/ko,
CN-1172732-C,一种新型的乒乓球拍 ,刘少敏,刘少敏,1997-09-24,1998-09-23,2004-10-27,2004-10-27,https://patents.google.com/patent/CN1172732C/zh,
AT-387721-B,Tischtennisschlaegerbelag ,Pschaida Edmund,,1983-01-02,1987-05-25,1989-03-10,1989-03-10,https://patents.google.com/patent/AT387721B/de,
FR-1449926-A,Accessoires pour jeu de plein air et jeu correspondant ,,Andre Navarre,1965-07-09,1965-07-09,1966-08-19,1966-08-19,https://patents.google.com/patent/FR1449926A/fr,
CN-100352531-C,增加乒乓球拍弹性的密封容器 ,冯永逸,米高·史立德,2005-07-01,2005-07-01,2007-12-05,2007-12-05,https://patents.google.com/patent/CN100352531C/zh,
KR-920007760-Y1,충격 완충용 고무판 테두리 보호용 주연턱이 형성된 탁구용 배트 ,박상기,박상기,1990-02-12,1990-02-12,1992-10-17,1992-10-17,https://patents.google.com/patent/KR920007760Y1/ko,
FR-2249681-B1,Patent FR2249681B1 ,Dunlop Ltd,,1973-11-03,1974-10-21,1976-10-22,1976-10-22,https://patents.google.com/patent/FR2249681B1/fr,
GR-1009934-B,Ρακετα παραλιας με διατρητη λαβη ,Στυλιανος Γεωργιου Δροσης,Στυλιανος Γεωργιου Δροσης,2019-08-06,2019-08-06,2021-02-19,,https://patents.google.com/patent/GR1009934B/el,
KR-20150001432-U,검지손가락 걸이가 있는 탁구 라켓 ,배종태,배종태,2013-10-04,2013-10-04,2015-04-14,,https://patents.google.com/patent/KR20150001432U/ko,https://patentimages.storage.googleapis.com/bb/08/6c/b2d840ff716979/utm00001.png
KR-970004048-Y1,라켓북 완구 ,황해원,황해원,1993-11-20,1993-11-20,1997-04-25,1997-04-25,https://patents.google.com/patent/KR970004048Y1/ko,
DE-102015219945-B4,Vorrichtung zur Erwärmung eines Belags eines Tischtennisschlägers ,"Enrico Fussy, Christopher Geisthardt","Christopher Geisthardt, Enrico Fussy",2015-10-14,2015-10-14,2018-02-22,2018-02-22,https://patents.google.com/patent/DE102015219945B4/de,https://patentimages.storage.googleapis.com/e4/61/9e/f93c6c3c2d9236/DE102015219945B4_0002.png
KR-200479791-Y1,탁구 연습용 아령 ,"천명철, 천우람","천명철, 천우람",2015-11-06,2015-11-06,2016-03-08,2016-03-08,https://patents.google.com/patent/KR200479791Y1/ko,https://patentimages.storage.googleapis.com/09/70/e8/bbc4601fcfa02b/112015108351323-utm00001.png
CN-111282228-A,带球兜的乒乓球拍 ,襄阳市第四十二中学,范涵博,2016-11-26,2016-11-26,2020-06-16,,https://patents.google.com/patent/CN111282228A/zh,
KR-101745175-B1,운동 겸용 윷치기 놀이구 ,"한국청소년활동진흥원, 김창원, 이성남, 장진섭, 안형진","김창원, 이성남, 장진섭, 안형진, 박철민, 안종배",2015-11-11,2015-11-11,2017-06-20,2017-06-20,https://patents.google.com/patent/KR101745175B1/ko,https://patentimages.storage.googleapis.com/39/e6/6b/313b433b042347/112015109696887-pat00001.png
CN-105597290-B,一种具有安全性能的乒乓球拍及其加工方法 ,吉首大学,郭振华,2015-12-25,2015-12-25,2018-08-10,2018-08-10,https://patents.google.com/patent/CN105597290B/zh,
WO-2020029623-A1,Raquette de tennis de table en plastique capable d'éliminer la transpiration des mains ,盐城市艾斯特体育器材有限公司,"王旭升, 汤小庆, 刘宗英, 许鸿祥, 王文嫔",2018-08-10,2019-05-07,2020-02-13,,https://patents.google.com/patent/WO2020029623A1/fr,https://patentimages.storage.googleapis.com/cb/f3/dd/2e029c3be44046/PCTCN2019085792-appb-300001.png
WO-2020119016-A1,一种新型乒乓球拍 ,盐城市艾斯特体育器材有限公司,"王旭升, 汤小庆, 刘宗英, 许鸿祥, 王文嫔",2018-12-11,2019-05-07,2020-06-18,,https://patents.google.com/patent/WO2020119016A1/zh,https://patentimages.storage.googleapis.com/9b/cf/9e/8a3f80a4f665f7/PCTCN2019085793-appb-300001.png
KR-20210017330-A,펜홀더그립과 쉐이크핸드 그립 겸용 탁구 라켓 ,최이안,최이안,2019-08-07,2019-08-07,2021-02-17,,https://patents.google.com/patent/KR20210017330A/ko,https://patentimages.storage.googleapis.com/01/af/74/cba2fac780c6c9/pat00001.png
KR-20210053602-A,탁구 라켓 ,"(주)기현프레시젼, 주식회사 에코생활과학",김기순,2019-11-04,2019-11-04,2021-05-12,,https://patents.google.com/patent/KR20210053602A/ko,https://patentimages.storage.googleapis.com/02/9b/52/85c54fdabec622/pat00001.png
CN-107456739-A,一种方便拆装直拍横拍两用乒乓球球拍 ,百色学院,"覃铭, 何兵, 古斌, 杨途才, 姜婉",2016-06-03,2016-06-03,2017-12-12,,https://patents.google.com/patent/CN107456739A/zh,
KR-20210065503-A,딥러닝을 적용한 탁구 로봇 시스템 ,숭실대학교산학협력단,"배원규, 전준하, 박준익, 이원정, 강일호, 최원칠",2019-11-27,2019-11-27,2021-06-04,,https://patents.google.com/patent/KR20210065503A/ko,https://patentimages.storage.googleapis.com/4a/4d/d2/90c08685168a79/pat00001.png
JP-2015516188-A,スポーツ器具または楽器の一部を形成するための平面的な部材 ,"ミハエル シュナイデルＭｉｃｈａｅｌ Ｓｃｈｎｅｉｄｅｒ, シュナイデル ミハエル","シュナイデル ミハエル, シュナイデル ミハエル",2012-03-21,2013-03-20,2015-06-11,,https://patents.google.com/patent/JP2015516188A/ja,https://patentimages.storage.googleapis.com/2c/8e/2d/f208d1c9a1f53f/2015516188-3.png
WO-2021040147-A1,탁구 용품 추천 시스템 ,김상경,김상경,2019-08-28,2019-11-28,2021-03-04,,https://patents.google.com/patent/WO2021040147A1/ko,https://patentimages.storage.googleapis.com/67/5e/c2/851148830e7fba/PCTKR2019016596-appb-D000001.png
CN-106902502-A,一种感应式发光球拍 ,重庆华威龙科技有限公司,不公告发明人,2015-12-22,2015-12-22,2017-06-30,,https://patents.google.com/patent/CN106902502A/zh,
DE-102016002748-B4,Elektrische Tischtennisschlägerheizung ,Frank Heyden,Patentinhaber gleich,2016-03-08,2016-03-08,2017-10-05,2017-10-05,https://patents.google.com/patent/DE102016002748B4/de,https://patentimages.storage.googleapis.com/c6/76/e0/4ad963b5d62960/DE102016002748B4_0002.png
KR-810000731-Y1,탁구공 받아치기 놀이구 ,윤유식,윤유식,1980-05-07,1980-05-07,1981-06-17,1981-06-17,https://patents.google.com/patent/KR810000731Y1/ko,
BE-1018047-A3,"Composition adhesive pour caoutchouc, en particulier pour raquettes de tennis de table. ",Berenger Laurent Pierre Florentin Ghislain,Laurent Berenger,2008-03-14,2008-03-14,2010-04-06,2010-04-06,https://patents.google.com/patent/BE1018047A3/fr,
FR-2669545-B1,Raquette de tennis de table ou similaire. ,Billon Sport International,Bernard Billon,1990-11-27,1990-11-27,1994-04-01,1994-04-01,https://patents.google.com/patent/FR2669545B1/fr,
JP-6188265-B2,補助グリップ付き卓球ラケット ,"辛 瑞明ＳＵＮ， Ｓｕｉ Ｍｉｎｇ, 瑞明 辛","瑞明 辛, 瑞明 辛",2013-07-09,2014-07-09,2017-08-30,2017-08-30,https://patents.google.com/patent/JP6188265B2/ja,
FR-2452298-B1,Patent FR2452298B1 ,Guiard Yves,,1979-03-30,1979-03-30,1981-10-16,1981-10-16,https://patents.google.com/patent/FR2452298B1/fr,
FR-2136564-A5,Patent FR2136564A5 ,Afcoa International,,1971-04-21,1972-04-20,1972-12-22,1972-12-22,https://patents.google.com/patent/FR2136564A5/fr,
JP-6731111-B2,卓球ラケット構成部材 ,"株式会社タマス, イチイ有限会社","祐介 岩瀬, 祐介 岩瀬, 一磨 金井, 一磨 金井, 明彦 丹羽, 明彦 丹羽, 政嗣 市位, 政嗣 市位",2017-03-13,2017-05-02,2020-07-29,2020-07-29,https://patents.google.com/patent/JP6731111B2/ja,https://patentimages.storage.googleapis.com/14/9e/c1/fe99ceb997fd88/0006731111-4.png
CN-107890649-B,球拍、特别是帕德尔球拍结构 ,金鸡滑雪具公司,"E·卡萨斯·巴多雷特, J·拉多·阿贝拉, J·拉·马森",2016-10-04,2017-10-09,2020-11-17,2020-11-17,https://patents.google.com/patent/CN107890649B/zh,
DE-833311-C,Tischtennisschlaeger ,Otto Kienzle Dr Ing,Hans Helmuth Brandt,1950-12-23,1950-12-23,1952-03-06,1952-03-06,https://patents.google.com/patent/DE833311C/de,
FR-1594587-A,Patent FR1594587A ,,,1968-09-16,1968-09-16,1970-06-08,1970-06-08,https://patents.google.com/patent/FR1594587A/fr,
FR-2323411-B1,Patent FR2323411B1 ,Darspemar Ltd,,1975-05-28,1975-05-28,1980-01-11,1980-01-11,https://patents.google.com/patent/FR2323411B1/fr,
DE-515748-C,Tischtennisschlaeger ,Spiel Und Sportartikel Fabrik,,,,1931-01-06,1931-01-06,https://patents.google.com/patent/DE515748C/de,
WO-8505281-A1,Tete de raquette pour une raquette de tennis de table ,Stroh Adolf K W,Adolf K. W. Stroh,1984-05-12,1985-05-10,1985-12-05,,https://patents.google.com/patent/WO1985005281A1/fr,
KR-200486042-Y1,탁구대의 조립식하부막음장치 ,임혜성,임혜성,2017-10-18,2017-10-18,2018-05-14,2018-05-14,https://patents.google.com/patent/KR200486042Y1/ko,https://patentimages.storage.googleapis.com/9e/f9/80/e2e89f279d7d21/112017102570287-utm00001.png
DE-4203691-A1,Tt-schlaeger mit gelenk zwischen schlaegerblatt und -griff ,Maiwald Helmut,Des Erfinders Auf Nennung Verzicht,1992-02-08,1992-02-08,1993-08-12,,https://patents.google.com/patent/DE4203691A1/de,
DE-4006390-A1,Tischtennisschlaegerrohling mit pistolengriff ,Michael Krieger,Michael Krieger,1990-03-01,1990-03-01,1991-09-05,,https://patents.google.com/patent/DE4006390A1/de,
EP-0701844-A2,Tischtennisschläger mit einer differenzierten Struktur ,"Umberto Fassio, Francesco Cozzo","Umberto Fassio, Francesco Cozzo",1994-09-14,1995-09-12,1996-03-20,,https://patents.google.com/patent/EP0701844A2/de,https://patentimages.storage.googleapis.com/f6/7b/46/3ee24f45f6f471/imgf0001.png
DE-10037265-A1,Tischtennisschläger ,Eugen Rendler,"Eugen Rendler, Achim Rendler",2000-07-28,2000-07-28,2002-02-07,,https://patents.google.com/patent/DE10037265A1/de,
FR-2615402-A3,"Raquette de tennis de table, en materiaux composites aramide et carbone ",Dubois Jean Paul,,1987-05-18,1987-05-18,1988-11-25,,https://patents.google.com/patent/FR2615402A3/fr,
CN-109045623-B,一种具有手部锻炼功能的乒乓球拍 ,唐黎明,唐黎明,2018-06-07,2018-06-07,2021-02-26,2021-02-26,https://patents.google.com/patent/CN109045623B/zh,
BE-549488-A,Patent BE549488A ,,,,,1900-01-01,,https://patents.google.com/patent/BE549488A/fr,
WO-9725110-A1,Raquette de tennis de table ,Sweden Table Tennis Ab,Bengt Bandstigen,1996-01-04,1996-12-18,1997-07-17,,https://patents.google.com/patent/WO1997025110A1/fr,
FR-2525114-A1,Raquette d'entrainement pour le tennis de table ,Hauser Roger,,1982-04-15,1982-04-15,1983-10-21,,https://patents.google.com/patent/FR2525114A1/fr,
JP-6500156-B1,卓球ラケット ,"明 安井, 明 安井","明 安井, 明 安井",2018-06-19,2018-10-18,2019-04-10,2019-04-10,https://patents.google.com/patent/JP6500156B1/ja,https://patentimages.storage.googleapis.com/b6/6b/c3/59133842185435/0006500156-2.png
DE-4024127-A1,Ballsportschlaeger (insbesondere fuer tischtennis) ,Walter Mueller,Walter Mueller,1990-07-30,1990-07-30,1992-02-06,,https://patents.google.com/patent/DE4024127A1/de,
DE-20108987-U1,Ballspiel ,Kolb Wellpappe Hans,,2001-05-29,2001-05-29,2001-10-04,,https://patents.google.com/patent/DE20108987U1/de,
JP-H0648727-U,コンドルグリップ式卓球用ラケット ,昭 塩谷,昭 塩谷,1992-09-11,1992-09-11,1994-07-05,,https://patents.google.com/patent/JPH0648727U/ja,
DE-3612992-A1,Tischtennisschlaeger ,Imp Sportartikel Gebr Lemke Gm,Andreas Lemke,1986-04-17,1986-04-17,1987-10-29,,https://patents.google.com/patent/DE3612992A1/de,
DE-3820743-A1,Tischtennisschlaeger ,John Christie,John Christie,1988-06-18,1988-06-18,1989-12-21,,https://patents.google.com/patent/DE3820743A1/de,
DE-1036730-B,Aus Holz oder Kunststoff hergestellter Tischtennisschlaeger ,R Willi Berndt,R Willi Berndt,1955-10-20,1955-10-20,1958-08-14,,https://patents.google.com/patent/DE1036730B/de,
JP-S52128719-A,Patent JPS52128719A ,Roban Jig & Tool Uk,"Paakinsu Robaato, Robaato Paakinsu Sutanrei, Furederitsuku Bosuton Jiyon",1976-03-04,1977-03-04,1977-10-28,,https://patents.google.com/patent/JPS52128719A/ja,
CN-110202882-B,一种石墨烯乒乓球拍三夹板基板及其制作方法 ,多凌新材料科技股份有限公司,"吴潇龙, 张凌, 孙淑华",2019-06-19,2019-06-19,2021-07-06,2021-07-06,https://patents.google.com/patent/CN110202882B/zh,
KR-101239216-B1,타격 위치 측정 장치 ,인하대학교 산학협력단,"이우기, 김정두, 강민구",2011-05-12,2011-05-12,2013-03-18,2013-03-18,https://patents.google.com/patent/KR101239216B1/ko,https://patentimages.storage.googleapis.com/48/77/1b/d66cf8fcfaf52a/112011035223988-pat00001.png
KR-102240615-B1,장애우용 탁구라켓 ,서여민,서여민,2019-12-09,2019-12-09,2021-04-15,2021-04-15,https://patents.google.com/patent/KR102240615B1/ko,https://patentimages.storage.googleapis.com/82/f2/e8/4e8a389156eb51/112019127195166-pat00001.png
DE-7021711-U,Tischtennisschlaeger. ,Trupkovic Dr Med Josip,Trupkovic Dr Med Josip,1970-06-10,1970-06-10,1971-11-18,,https://patents.google.com/patent/DE7021711U/de,
CN-111111122-B,一种能利用气压改变击球摩擦力的乒乓球拍 ,重庆第二师范学院,尹忠根,2020-02-21,2020-02-21,2021-01-05,2021-01-05,https://patents.google.com/patent/CN111111122B/zh,
DE-2822429-A1,Vollflaechen- schlaeger fuer ballspiel aus einer mehrschichtigen sperrholzplatte mit beidseitiger kunststoff-oberflaeche ,Manfred Dipl Ing Rundel,Manfred Dipl Ing Rundel,1978-05-23,1978-05-23,1979-11-29,,https://patents.google.com/patent/DE2822429A1/de,
BE-777623-A,Machine tournante de manipulation de recipients ,Seitz Werke Gmbh,,1971-01-05,1971-12-31,1972-04-17,,https://patents.google.com/patent/BE777623A/fr,
DE-2514714-A1,Tischtennisschlaeger ,Skischuweit Hans Hermann,Hans-Hermann Skischuweit,1975-04-04,1975-04-04,1976-10-07,,https://patents.google.com/patent/DE2514714A1/de,
FR-1133204-A,Raquette pour enfants ,,"Robert Chavot, Fernand Kremer",1955-10-21,1955-10-21,1957-03-25,1957-03-25,https://patents.google.com/patent/FR1133204A/fr,
IT-1220964-B,Composizioni elastomeriche cellulari ,Dunlop Ltd,"Ronald Horace Shrimpton, Peter Leo Cooney",1979-02-17,1980-02-06,1990-06-21,1990-06-21,https://patents.google.com/patent/IT1220964B/it,
DE-19947322-B4,Tischtennisschläger ,Sunflex International Ltd.,Michael Schneider,1999-10-01,1999-10-01,2004-01-15,2004-01-15,https://patents.google.com/patent/DE19947322B4/de,
DE-7936785-U1,Patent DE7936785U1 ,"Schneider, Michael, 5450 Neuwied",,1979-12-31,1979-12-31,1980-04-03,,https://patents.google.com/patent/DE7936785U1/de,
DE-4327704-C1,Schlägerblatt für die Sportart Tischtennis ,Joachim Kuhn,Joachim Kuhn,1993-05-06,1993-08-18,1994-07-21,1994-07-21,https://patents.google.com/patent/DE4327704C1/de,
DE-2123728-A1,Patent DE2123728A1 ,,,1971-05-13,1971-05-13,1972-11-30,,https://patents.google.com/patent/DE2123728A1/de,
KR-20120080046-A,탁구채 ,조은송,조은송,2011-01-06,2011-01-06,2012-07-16,,https://patents.google.com/patent/KR20120080046A/ko,https://patentimages.storage.googleapis.com/3a/c9/e1/e13213bbd6360f/pat00001.png
JP-H01256983-A,Patent JPH01256983A ,Hidetaro Okada,Hidetaro Okada,1988-04-06,1988-04-06,1989-10-13,,https://patents.google.com/patent/JPH01256983A/ja,
ES-2799476-A1,Pala o raqueta de caras conicas ,Candela Fernandez Miguel,Fernández Miguel Candela,2019-06-12,2019-06-12,2020-12-17,,https://patents.google.com/patent/ES2799476A1/es,
EP-2080540-A1,Tischtennisschläger ,Cornilleau Sas,"Stéphane MITHIEUX, Nicolas Havard",2008-01-21,2009-01-20,2009-07-22,,https://patents.google.com/patent/EP2080540A1/de,https://patentimages.storage.googleapis.com/20/f2/00/1225504f15d81d/imgf0001.png
KR-20010009321-A,탁구라켓 ,고종석,고종석,1999-07-08,1999-07-08,2001-02-05,,https://patents.google.com/patent/KR20010009321A/ko,
DE-2704011-A1,Tischtennisschlaeger mit gelochter schlaegerplatte ,Heinrich Weigel,Heinrich Weigel,1977-02-01,1977-02-01,1978-08-03,,https://patents.google.com/patent/DE2704011A1/de,
EP-0427522-A1,Spielgerät zum Schlagen eines Wurfobjektes ,MARVIN GLASS &amp; ASSOCIATES LIQUIDATING TRUST,"Leonard J. Stubenfoll, Russell G. Rasmussen, Richard S. Isaacs",1989-11-09,1990-11-06,1991-05-15,,https://patents.google.com/patent/EP0427522A1/de,https://patentimages.storage.googleapis.com/a0/6b/de/e656db3b2afbf4/imgf0001.png
DE-29903021-U1,Tisch-Tennis-Holz mit ausgeschäumten Griff ,Schneider Michael,,1999-02-19,1999-02-19,1999-05-27,,https://patents.google.com/patent/DE29903021U1/de,
DE-493548-C,Tischtennisschlaeger aus Sperrholz ,Arthur Schubert G,,,,1930-03-10,1930-03-10,https://patents.google.com/patent/DE493548C/de,
KR-20170128051-A,도구 손잡이 ,류종렬,류종렬,2016-05-13,2016-09-23,2017-11-22,,https://patents.google.com/patent/KR20170128051A/ko,https://patentimages.storage.googleapis.com/76/2b/29/9cd9f703c7c3b7/pat00001.png
FR-948469-A,Perfectionnement aux raquettes de ping-pong ,,Andre-Francois Clidiere,1947-06-12,1947-06-12,1949-08-02,1949-08-02,https://patents.google.com/patent/FR948469A/fr,
FR-2611144-B1,Modele de raquette de tennis de table ,Navarre Frederic,,1987-02-20,1987-02-20,1991-08-30,1991-08-30,https://patents.google.com/patent/FR2611144B1/fr,
CN-107185193-A,一种定点击球训练的球拍 ,沭阳悠米玩具有限公司,胡永华,2017-07-10,2017-07-10,2017-09-22,,https://patents.google.com/patent/CN107185193A/zh,
FR-2592805-B1,Raquette de sport a dispositif d'orientation ,Fourrier Philippe,,1986-01-16,1986-01-16,1988-07-01,1988-07-01,https://patents.google.com/patent/FR2592805B1/fr,
CN-107213606-A,一种多功能粘巴球训练球拍 ,沭阳悠米玩具有限公司,胡永华,2017-07-10,2017-07-10,2017-09-29,,https://patents.google.com/patent/CN107213606A/zh,
KR-101442757-B1,탁구용 라켓 및 그의 제조 방법 ,"이두성, 이대호","이두성, 이대호",2013-01-16,2013-01-16,2014-10-08,2014-10-08,https://patents.google.com/patent/KR101442757B1/ko,https://patentimages.storage.googleapis.com/0b/6e/14/8b4fb1dc280fc7/112013004329152-pat00001.png
JP-S5237988-A,Patent JPS5237988A ,Ici Ltd,"Kuraibu Angutsudo Aasaa, Esetsukusu Jinjiya Rodonii, Jiyaaretsuto Gurahamu",1975-07-14,1976-07-13,1977-03-24,,https://patents.google.com/patent/JPS5237988A/ja,
DE-29908231-U1,Tischtennisschläger mit schwingungsgedämpftem Blatt ,Ehrentraut Horst,,1999-05-07,1999-05-07,1999-11-04,,https://patents.google.com/patent/DE29908231U1/de,
DE-2545233-A1,Elastischer belag fuer tischtennisschlaeger ,Pelikan Werke Wagner Guenther,Miklos Von Dipl Ing Toth,1975-10-09,1975-10-09,1977-04-21,,https://patents.google.com/patent/DE2545233A1/de,
DE-10025023-A1,Tischtennisschläger und Verfahren zur Herstellung desselben ,Achim Rendler,"Achim Rendler, Eugen Rendler",1999-09-22,2000-05-19,2001-03-29,,https://patents.google.com/patent/DE10025023A1/de,
EP-0213467-A1,Raquette de tennis de table ,VEB Ingenieurbüro und Mechanisierung Gotha,"Hans-Jürgen Linde, Roland Möhrstedt",1985-08-30,1986-08-11,1987-03-11,,https://patents.google.com/patent/EP0213467A1/fr,https://patentimages.storage.googleapis.com/23/f1/3b/d52145653fb87b/imgf0001.png
DE-20015191-U1,Schläger für Ballspiele ,"Bekavac Zlatko, Bekavac Vinko",,1999-11-09,2000-09-02,2001-03-22,,https://patents.google.com/patent/DE20015191U1/de,
DE-4344965-A1,Tischtennisschläger ,Bernd Jung,Bernd Jung,1993-12-23,1993-12-23,1995-06-29,,https://patents.google.com/patent/DE4344965A1/de,
DE-9207940-U1,Patent DE9207940U1 ,"Dequet, Jean Werner, 8910 Landsberg, De",,1992-06-12,1992-06-12,1992-09-03,,https://patents.google.com/patent/DE9207940U1/de,
DE-8121662-U1,Gummibelag für Tischtennisschläger ,"Praezisions-Gummifabrik Georg Maerz Kg, 8060 Dachau, De",,1981-07-23,1981-07-23,1982-03-18,,https://patents.google.com/patent/DE8121662U1/de,
WO-9119545-A1,Manche de raquette ,Stroemberg Rolf,Rolf STRÖMBERG,1990-06-18,1991-06-18,1991-12-26,,https://patents.google.com/patent/WO1991019545A1/fr,
WO-2015002112-A1,卓球ラケットのグリップ ,株式会社 清水電子研究所,清水　豊,2013-07-03,2014-06-20,2015-01-08,,https://patents.google.com/patent/WO2015002112A1/ja,https://patentimages.storage.googleapis.com/88/b8/95/24a48b90a20c66/JPOXMLDOC01-appb-D000001.png
CN-107694073-A,球拍撞击乒乓球后判断是否合法接球及球走向系统及方法 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-02-16,,https://patents.google.com/patent/CN107694073A/zh,
CS-161964-B2,Patent CS161964B2 ,,,1971-11-16,1972-10-23,1975-06-10,,https://patents.google.com/patent/CS161964B2/cs,
CN-107823870-A,一种基于乒乓球触碰的发球得分识别系统及方法 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-03-23,,https://patents.google.com/patent/CN107823870A/zh,
DE-8715713-U1,Patent DE8715713U1 ,"Refay, Hassan, 1000 Berlin, De",,1987-11-24,1987-11-24,1988-01-21,,https://patents.google.com/patent/DE8715713U1/de,
CN-107930083-A,一种基于映射解析定位的乒乓球运动系统 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-04-20,,https://patents.google.com/patent/CN107930083A/zh,
KR-200170831-Y1,다양한 종류의 공을 타격할 수 있는 만능라켓 ,하웅수,하웅수,1999-09-07,1999-09-07,2000-03-15,2000-03-15,https://patents.google.com/patent/KR200170831Y1/ko,
DE-9310884-U1,Tischtennisschläger ,Jung Bernd,,1993-07-21,1993-07-21,1993-10-21,,https://patents.google.com/patent/DE9310884U1/de,
DE-9313163-U1,Tischtennis-Holz ,Schneider Michael,,1993-09-01,1993-09-01,1995-01-05,,https://patents.google.com/patent/DE9313163U1/de,
CN-107670249-A,一种采集乒乓球拍关联数据的装置及方法 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-02-09,,https://patents.google.com/patent/CN107670249A/zh,
CN-107913509-A,一种基于映射范围识别的乒乓球定位方法及系统 ,杭州乾博科技有限公司,"严军荣, 卢玉龙, 陈彦琦",2017-11-03,2017-11-03,2018-04-17,,https://patents.google.com/patent/CN107913509A/zh,
ES-276065-Y,Paleta para tenis de mesa ,"Nicola Borras Juan, Rabasso Pujadas Emilio",,1983-11-30,1983-11-30,1986-06-01,1986-06-01,https://patents.google.com/patent/ES276065Y/es,
WO-2012104709-A1,Raquette de tennis de table et revêtement pour raquette ,"Compagnie Generale Des Etablissements Michelin, Michelin Recherche Et Technique S.A.","Adam Jara, Olivier MÜHLHOFF, Arnaud Larregain",2011-02-02,2012-02-01,2012-08-09,,https://patents.google.com/patent/WO2012104709A1/fr,
FR-2932390-B3,Raquette de tennis de table ,Jean Remy Bouvier,Jean Remy Bouvier,2008-06-13,2008-06-13,2010-11-12,2010-11-12,https://patents.google.com/patent/FR2932390B3/fr,
FR-1189845-A,Raquette de tennis de table ,,R Willi Berndt,1956-07-31,1956-07-31,1959-10-07,1959-10-07,https://patents.google.com/patent/FR1189845A/fr,
DE-2431856-C2,Patent DE2431856C2 ,"Hartmut 2300 Kronshagen De Balsies, Juergen 2300 Kiel De Schrodt","Hartmut 2300 Kronshagen De Balsies, Juergen 2300 Kiel De Schrodt",1974-07-03,1974-07-03,1984-08-02,1984-08-02,https://patents.google.com/patent/DE2431856C2/de,
EP-0689472-B1,Dispositif ludique du type tennis de table ,"François Robin, François BARDIN","François Robin, François BARDIN",1993-02-11,1994-02-11,1996-12-04,1996-12-04,https://patents.google.com/patent/EP0689472B1/fr,https://patentimages.storage.googleapis.com/60/10/01/41cf13f781d856/imgf0001.png
FR-2727027-B1,Manche articule pour raquettes de tennis de table ou de tennis ,Bajot Benoit,,1994-11-21,1994-11-21,1997-01-31,1997-01-31,https://patents.google.com/patent/FR2727027B1/fr,
